13790,2401.9327332000003
1190,13.4862918
1790,32.123058400000005
13190,2318.2329
11990,1978.3339416
590,3.1500418
12590,2176.3303832
14990,3039.0211916000003
11390,1763.4732248
2390,61.9653082
2990,95.17159160000001
10790,1597.7986833999998
17990,4350.139174800001
14390,2801.5472832
15590,3347.6725999999994
4190,188.68903339999997
3590,138.302167
16190,3518.3131504
9590,1253.2455998
10190,1433.2467168
17390,4062.9655333999995
8990,1071.1920083999998
4790,261.5922834
5390,346.4352584
8390,911.9510167999999
16790,3809.4068416
5990,442.1919832
6590,541.22605
7790,773.7507499999999
7190,658.5932836
