590,15.73382
5990,836.28168
6590,737.8905400000001
7190,903.1668199999998
7790,1061.72202
8390,1254.6123200000002
8990,1480.8732599999998
9590,1684.78152
10190,1995.4207599999997
10790,2318.8507799999998
11390,2638.8111
1190,16.7891
11990,2870.1821599999994
12590,3277.2846399999994
13190,3491.6074999999996
13790,3947.05084
14390,4314.37414
14990,4814.236019999999
15590,5255.91986
16190,5390.488899999999
16790,6051.60696
17390,6562.2019
1790,44.09794000000001
17990,6781.91712
2390,80.07478
2990,132.16402
3590,199.95409999999998
4190,270.3437
4790,362.65852
5390,472.2245
